Transaction_ID,Date,Account_Type,Transaction_Amount,Cash_Flow,Net_Income,Revenue,Expenditure,Profit_Margin,Debt-to-Equity_Ratio,Operating_Expenses,Gross_Profit,Transaction_Volume,Processing_Time_seconds,Accuracy_Score,Missing_Data_Indicator,Normalized_Transaction_Amount,Transaction_Outcome,Month_Year,Month,Month_Num,Quarter,Year,DayOfWeek,Net_Profit,OpEx_Ratio,Success_Flag
440,2026-03-16,Asset,2992,1656,2865,481,1392,0.5423,1.4393,4871,2195,9,0.8126,0.8286,0,0.5899,1,2026-03,March,3,1,2026,Monday,-911,10.1268,Success
441,2026-03-17,Asset,726,3402,2845,896,614,0.5758,1.9889,892,3129,7,1.8627,0.8095,0,0.1267,1,2026-03,March,3,1,2026,Tuesday,282,0.9955,Success
442,2026-03-18,Revenue,4985,3412,942,3096,922,0.6324,1.9396,3283,2217,5,0.65,0.927,0,0.9973,1,2026-03,March,3,1,2026,Wednesday,2174,1.0604,Success
443,2026-03-19,Expense,957,855,2030,1255,568,0.49,2.1733,2934,2983,3,1.7684,0.9668,0,0.174,1,2026-03,March,3,1,2026,Thursday,687,2.3378,Success
444,2026-03-20,Liability,3585,2912,2672,3555,1561,0.7645,2.2838,3683,1487,2,0.8384,0.9521,0,0.7112,1,2026-03,March,3,1,2026,Friday,1994,1.036,Success
445,2026-03-21,Liability,3433,975,873,2734,3668,0.6265,2.9962,4433,714,2,0.8867,0.8014,0,0.6801,1,2026-03,March,3,1,2026,Saturday,-934,1.6214,Success
446,2026-03-22,Expense,4632,806,3589,4471,287,0.5355,1.367,181,3945,4,0.5756,0.8954,0,0.9252,1,2026-03,March,3,1,2026,Sunday,4184,0.0405,Success
447,2026-03-23,Expense,1288,751,2001,397,2940,0.5007,2.1925,1037,3775,1,1.7484,0.9603,0,0.2416,1,2026-03,March,3,1,2026,Monday,-2543,2.6121,Success
448,2026-03-24,Liability,1204,2974,464,419,3256,0.2303,1.3691,1356,3352,8,1.4403,0.8125,0,0.2244,1,2026-03,March,3,1,2026,Tuesday,-2837,3.2363,Success
449,2026-03-25,Expense,4720,2591,3780,4194,2072,0.4873,1.7218,2819,3976,7,0.6028,0.884,0,0.9432,1,2026-03,March,3,1,2026,Wednesday,2122,0.6722,Success
450,2026-03-26,Liability,3990,3734,3919,4610,1752,0.2719,2.4416,2569,2326,4,1.5847,0.8601,0,0.7939,1,2026-03,March,3,1,2026,Thursday,2858,0.5573,Success
451,2026-03-27,Expense,1288,862,1165,4739,3857,0.3481,0.6547,4585,1357,8,1.1578,0.8706,0,0.2416,1,2026-03,March,3,1,2026,Friday,882,0.9675,Success
452,2026-03-28,Expense,2665,4111,2395,1507,3589,0.2885,2.7659,3382,121,1,0.8284,0.9133,0,0.5231,1,2026-03,March,3,1,2026,Saturday,-2082,2.2442,Success
453,2026-03-29,Revenue,2422,4319,699,2643,2203,0.3862,1.9049,2139,1706,8,0.8756,0.9417,0,0.4734,1,2026-03,March,3,1,2026,Sunday,440,0.8093,Success
454,2026-03-30,Asset,498,1485,3827,1315,878,0.7602,1.0044,4388,2598,9,1.3545,0.9972,0,0.0801,1,2026-03,March,3,1,2026,Monday,437,3.3369,Success
455,2026-03-31,Revenue,1955,861,335,1726,2055,0.7365,0.8343,4605,2670,1,0.8087,0.8832,0,0.378,1,2026-03,March,3,1,2026,Tuesday,-329,2.668,Success
456,2026-04-01,Expense,2676,4167,1263,3574,721,0.3518,0.6277,475,372,3,1.9765,0.8256,0,0.5253,1,2026-04,April,4,2,2026,Wednesday,2853,0.1329,Success
457,2026-04-02,Revenue,4206,3025,1566,1803,2700,0.3047,2.0992,1665,2951,7,0.9678,0.8629,0,0.8381,1,2026-04,April,4,2,2026,Thursday,-897,0.9235,Success
458,2026-04-03,Liability,4711,655,2638,988,956,0.6698,1.3506,2248,2683,9,1.6768,0.9147,0,0.9413,1,2026-04,April,4,2,2026,Friday,32,2.2753,Success
459,2026-04-04,Revenue,3581,4194,336,1231,2870,0.4002,2.5768,3681,2923,3,1.5261,0.91,0,0.7103,1,2026-04,April,4,2,2026,Saturday,-1639,2.9903,Success
460,2026-04-05,Revenue,4991,667,2419,817,203,0.6888,2.1345,3284,3429,7,1.4136,0.9998,0,0.9986,1,2026-04,April,4,2,2026,Sunday,614,4.0196,Success
461,2026-04-06,Asset,1157,2523,2482,2164,2804,0.4196,1.2363,2371,3995,2,1.7724,0.8158,0,0.2148,1,2026-04,April,4,2,2026,Monday,-640,1.0957,Success
462,2026-04-07,Asset,3682,957,1179,2913,2151,0.4599,2.5491,982,1836,3,1.7189,0.9772,0,0.731,1,2026-04,April,4,2,2026,Tuesday,762,0.3371,Success
463,2026-04-08,Asset,1118,4136,2072,2346,2714,0.3599,1.7153,4537,843,8,1.5117,0.9207,0,0.2069,1,2026-04,April,4,2,2026,Wednesday,-368,1.9339,Success
464,2026-04-09,Expense,3248,2767,1141,4209,3673,0.6134,1.124,2326,1736,7,1.3175,0.9514,0,0.6423,1,2026-04,April,4,2,2026,Thursday,536,0.5526,Success
465,2026-04-10,Revenue,4561,3902,2003,1317,1247,0.5656,1.8624,1336,1572,2,1.6624,0.9708,0,0.9107,1,2026-04,April,4,2,2026,Friday,70,1.0144,Success
466,2026-04-11,Liability,563,717,1476,352,3445,0.7322,0.5977,3624,1435,6,1.7572,0.8351,0,0.0934,1,2026-04,April,4,2,2026,Saturday,-3093,10.2955,Success
467,2026-04-12,Liability,1034,4298,1966,4927,1278,0.5337,1.5925,2301,3397,7,1.9623,0.8471,0,0.1897,1,2026-04,April,4,2,2026,Sunday,3649,0.467,Success
468,2026-04-13,Revenue,3170,3845,203,1380,186,0.4953,1.5262,4365,2113,7,1.1264,0.921,0,0.6263,1,2026-04,April,4,2,2026,Monday,1194,3.163,Success
469,2026-04-14,Expense,3179,2533,3619,2886,2275,0.4276,0.8711,870,2077,6,1.1671,0.8186,0,0.6282,1,2026-04,April,4,2,2026,Tuesday,611,0.3015,Success
470,2026-04-15,Liability,3619,2362,910,3878,597,0.2589,1.8717,216,3232,5,1.6907,0.81,0,0.7181,1,2026-04,April,4,2,2026,Wednesday,3281,0.0557,Success
471,2026-04-16,Liability,3845,2784,372,1952,2075,0.4306,1.357,4370,206,7,1.1773,0.9183,0,0.7643,1,2026-04,April,4,2,2026,Thursday,-123,2.2387,Success
472,2026-04-17,Revenue,4821,2861,894,1854,619,0.3701,2.5901,3285,3684,9,1.9964,0.9799,0,0.9638,1,2026-04,April,4,2,2026,Friday,1235,1.7718,Success
473,2026-04-18,Asset,4269,2969,3648,4042,2971,0.3233,1.3821,4311,3253,9,0.5393,0.9178,0,0.851,1,2026-04,April,4,2,2026,Saturday,1071,1.0666,Success
474,2026-04-19,Liability,137,661,1184,4090,3186,0.4172,1.8935,1753,313,5,1.8229,0.8993,0,0.0063,1,2026-04,April,4,2,2026,Sunday,904,0.4286,Success
475,2026-04-20,Asset,3689,3458,3506,2666,1000,0.5139,2.9347,4314,1419,3,1.5112,0.9149,0,0.7324,1,2026-04,April,4,2,2026,Monday,1666,1.6182,Success
476,2026-04-21,Liability,3762,1919,1420,4843,2460,0.2186,1.2935,1049,3097,8,1.4952,0.84,0,0.7473,1,2026-04,April,4,2,2026,Tuesday,2383,0.2166,Success
477,2026-04-22,Revenue,1850,4066,1996,3598,3328,0.7489,2.9085,1702,2219,4,0.8175,0.8077,0,0.3565,1,2026-04,April,4,2,2026,Wednesday,270,0.473,Success
478,2026-04-23,Expense,2211,1091,1519,381,2469,0.4595,1.8564,809,1444,8,1.4391,0.9465,0,0.4303,1,2026-04,April,4,2,2026,Thursday,-2088,2.1234,Success
479,2026-04-24,Asset,472,3061,3319,3287,3011,0.3373,2.9952,3284,3207,7,1.8213,0.8331,0,0.0748,1,2026-04,April,4,2,2026,Friday,276,0.9991,Success
480,2026-04-25,Asset,2686,2288,1959,1600,1988,0.4726,0.9939,4535,159,5,0.6343,0.9874,0,0.5274,1,2026-04,April,4,2,2026,Saturday,-388,2.8344,Success
481,2026-04-26,Asset,3123,2766,3698,2717,1543,0.3292,1.3015,861,1381,1,0.5442,0.9715,0,0.6167,1,2026-04,April,4,2,2026,Sunday,1174,0.3169,Success
482,2026-04-27,Revenue,3365,1723,399,4707,1723,0.2742,1.1141,3280,2855,8,0.9683,0.9827,0,0.6662,1,2026-04,April,4,2,2026,Monday,2984,0.6968,Success
483,2026-04-28,Liability,1934,3531,2579,1238,3285,0.2495,2.571,2790,1070,7,0.7037,0.9407,0,0.3737,1,2026-04,April,4,2,2026,Tuesday,-2047,2.2536,Success
484,2026-04-29,Revenue,4413,4479,1529,4014,2941,0.526,2.006,671,3577,1,1.8615,0.8503,0,0.8804,1,2026-04,April,4,2,2026,Wednesday,1073,0.1672,Success
485,2026-04-30,Revenue,3558,712,3655,2849,2660,0.4345,0.8604,795,669,6,0.8205,0.824,0,0.7056,1,2026-04,April,4,2,2026,Thursday,189,0.279,Success
486,2026-05-01,Liability,4615,4314,1607,3473,2394,0.5708,1.9962,2599,1958,9,0.7383,0.9184,0,0.9217,1,2026-05,May,5,2,2026,Friday,1079,0.7483,Success
487,2026-05-02,Expense,3348,3572,2923,1392,2173,0.7564,1.0375,2083,3075,5,1.1668,0.8708,0,0.6627,1,2026-05,May,5,2,2026,Saturday,-781,1.4964,Success
488,2026-05-03,Asset,758,533,2408,1112,1943,0.58,0.5476,499,1688,5,0.647,0.9928,0,0.1333,1,2026-05,May,5,2,2026,Sunday,-831,0.4487,Success
489,2026-05-04,Revenue,4416,2038,544,2908,1823,0.3012,0.649,1402,1397,4,0.6636,0.9082,0,0.881,0,2026-05,May,5,2,2026,Monday,1085,0.4821,Failure
490,2026-05-05,Revenue,2968,4058,1151,2984,1729,0.5586,1.745,1487,3036,9,0.5679,0.8174,0,0.585,1,2026-05,May,5,2,2026,Tuesday,1255,0.4983,Success
491,2026-05-06,Liability,2673,3609,592,2001,1202,0.7179,1.2155,2892,3461,6,1.4343,0.87,0,0.5247,1,2026-05,May,5,2,2026,Wednesday,799,1.4453,Success
492,2026-05-07,Expense,4471,1473,1885,4530,2401,0.7971,1.7191,2649,2113,3,1.6356,0.8866,0,0.8923,1,2026-05,May,5,2,2026,Thursday,2129,0.5848,Success
493,2026-05-08,Asset,1954,3900,3109,2877,899,0.6235,1.2992,1651,3093,6,1.4628,0.9994,0,0.3778,0,2026-05,May,5,2,2026,Friday,1978,0.5739,Failure
494,2026-05-09,Revenue,3740,2754,1656,2466,2674,0.4415,1.9786,1508,536,1,1.1569,0.9121,0,0.7428,1,2026-05,May,5,2,2026,Saturday,-208,0.6115,Success
495,2026-05-10,Liability,417,3951,2785,741,3644,0.3068,1.0231,1491,2215,8,0.6742,0.9131,0,0.0636,1,2026-05,May,5,2,2026,Sunday,-2903,2.0121,Success
496,2026-05-11,Liability,3740,3079,3105,2198,2131,0.4963,1.0499,2990,1628,3,1.8921,0.8705,0,0.7428,1,2026-05,May,5,2,2026,Monday,67,1.3603,Success
497,2026-05-12,Expense,1573,991,1458,2336,1050,0.7392,2.7314,2631,1587,7,1.7206,0.8767,0,0.2999,1,2026-05,May,5,2,2026,Tuesday,1286,1.1263,Success
498,2026-05-13,Revenue,935,2661,3054,2114,2442,0.2772,2.5286,1831,2566,1,1.9517,0.8085,0,0.1695,1,2026-05,May,5,2,2026,Wednesday,-328,0.8661,Success
499,2026-05-14,Liability,951,767,2714,560,3059,0.6807,1.351,2487,1320,7,0.8556,0.9703,0,0.1727,1,2026-05,May,5,2,2026,Thursday,-2499,4.4411,Success
500,2026-05-15,Asset,3005,1686,3951,3606,3962,0.2327,2.6544,3441,3924,1,0.7752,0.877,0,0.5926,1,2026-05,May,5,2,2026,Friday,-356,0.9542,Success
501,2026-05-16,Expense,3303,3663,2650,3986,586,0.3989,1.3491,1814,1094,5,1.8647,0.8014,0,0.6535,1,2026-05,May,5,2,2026,Saturday,3400,0.4551,Success
502,2026-05-17,Asset,1133,1457,2275,833,3735,0.4558,1.8808,2869,2682,8,0.5818,0.8294,0,0.2099,1,2026-05,May,5,2,2026,Sunday,-2902,3.4442,Success
503,2026-05-18,Liability,2131,3015,736,1202,2465,0.4589,2.9904,3830,886,4,1.2515,0.8413,0,0.4139,0,2026-05,May,5,2,2026,Monday,-1263,3.1864,Failure
504,2026-05-19,Liability,1365,2559,3341,3032,3270,0.4862,0.746,4019,3692,1,1.4228,0.8034,0,0.2574,1,2026-05,May,5,2,2026,Tuesday,-238,1.3255,Success
505,2026-05-20,Asset,310,2921,938,4854,2377,0.2625,1.8574,456,3951,3,1.904,0.936,0,0.0417,1,2026-05,May,5,2,2026,Wednesday,2477,0.0939,Success
506,2026-05-21,Expense,610,996,3746,4769,1696,0.2399,2.409,322,1048,9,1.6061,0.9216,0,0.103,1,2026-05,May,5,2,2026,Thursday,3073,0.0675,Success
507,2026-05-22,Expense,4444,4182,2005,2838,2338,0.4348,1.0617,3463,3147,7,1.1477,0.9015,0,0.8868,1,2026-05,May,5,2,2026,Friday,500,1.2202,Success
508,2026-05-23,Revenue,1680,2671,1225,2806,799,0.2485,2.2881,2810,2215,9,0.9945,0.9665,0,0.3217,1,2026-05,May,5,2,2026,Saturday,2007,1.0014,Success
509,2026-05-24,Asset,4142,1257,2218,3263,3020,0.2844,2.8034,3445,3965,7,1.3874,0.9123,0,0.825,1,2026-05,May,5,2,2026,Sunday,243,1.0558,Success
510,2026-05-25,Liability,4267,810,3250,622,546,0.4468,1.9619,759,2590,6,0.7106,0.9595,0,0.8506,1,2026-05,May,5,2,2026,Monday,76,1.2203,Success
511,2026-05-26,Expense,1673,1889,494,3527,703,0.2687,1.172,2148,951,4,1.6481,0.8688,0,0.3203,1,2026-05,May,5,2,2026,Tuesday,2824,0.609,Success
512,2026-05-27,Asset,2061,1617,1478,4540,2688,0.4278,2.8806,639,3917,1,0.8583,0.8294,0,0.3996,1,2026-05,May,5,2,2026,Wednesday,1852,0.1407,Success
513,2026-05-28,Revenue,226,2076,722,3369,3953,0.6857,2.0111,4381,2711,5,1.5086,0.8213,0,0.0245,1,2026-05,May,5,2,2026,Thursday,-584,1.3004,Success
514,2026-05-29,Liability,3045,3725,1634,505,1173,0.2503,1.8499,4780,992,7,1.4618,0.9854,0,0.6008,1,2026-05,May,5,2,2026,Friday,-668,9.4653,Success
515,2026-05-30,Asset,1563,4345,1221,1277,2179,0.2957,2.4219,686,2080,7,1.8062,0.935,0,0.2978,1,2026-05,May,5,2,2026,Saturday,-902,0.5372,Success
516,2026-05-31,Liability,3359,2575,1234,4215,2446,0.509,1.7424,3357,3535,7,1.8285,0.8909,0,0.665,1,2026-05,May,5,2,2026,Sunday,1769,0.7964,Success
517,2026-06-01,Asset,953,2724,2885,3224,3780,0.7341,0.6837,282,3887,1,0.7201,0.833,0,0.1731,1,2026-06,June,6,2,2026,Monday,-556,0.0875,Success
518,2026-06-02,Expense,3167,3820,2264,750,3498,0.6522,0.9348,958,3809,9,1.9797,0.9469,0,0.6257,1,2026-06,June,6,2,2026,Tuesday,-2748,1.2773,Success
519,2026-06-03,Expense,2328,4353,649,1239,1386,0.2955,2.8956,3067,2384,7,0.7223,0.8315,0,0.4542,1,2026-06,June,6,2,2026,Wednesday,-147,2.4754,Success
520,2026-06-04,Liability,3500,1412,301,4242,463,0.2259,1.0602,4489,457,7,1.5441,0.8986,1,0.6938,0,2026-06,June,6,2,2026,Thursday,3779,1.0582,Failure
521,2026-06-05,Revenue,4600,4467,3369,3288,870,0.642,2.9974,1768,2709,1,1.906,0.9284,1,0.9186,1,2026-06,June,6,2,2026,Friday,2418,0.5377,Success
522,2026-06-06,Asset,2773,3813,3705,1942,822,0.2131,2.4557,419,3633,1,0.5821,0.9459,0,0.5452,1,2026-06,June,6,2,2026,Saturday,1120,0.2158,Success
523,2026-06-07,Liability,3190,3429,3384,4449,1063,0.6635,1.3894,3196,2546,7,0.8543,0.8047,0,0.6304,1,2026-06,June,6,2,2026,Sunday,3386,0.7184,Success
524,2026-06-08,Liability,2655,2661,2789,4502,3846,0.6549,0.9783,3930,1545,5,1.5895,0.915,0,0.5211,1,2026-06,June,6,2,2026,Monday,656,0.8729,Success
525,2026-06-09,Asset,3417,818,1190,2243,3369,0.4921,1.4026,2542,1439,2,1.1794,0.8201,0,0.6768,1,2026-06,June,6,2,2026,Tuesday,-1126,1.1333,Success
526,2026-06-10,Expense,3519,1004,2416,2323,1961,0.4096,1.2726,3675,1927,1,1.4866,0.8856,0,0.6977,1,2026-06,June,6,2,2026,Wednesday,362,1.582,Success
527,2026-06-11,Asset,3297,3838,2091,1122,2561,0.5101,2.999,3036,1634,4,1.117,0.9001,0,0.6523,1,2026-06,June,6,2,2026,Thursday,-1439,2.7059,Success
528,2026-06-12,Liability,4319,648,531,3602,3744,0.5886,1.8528,1563,1396,4,0.8499,0.8053,0,0.8612,1,2026-06,June,6,2,2026,Friday,-142,0.4339,Success
529,2026-06-13,Liability,2473,717,2325,2574,982,0.7619,2.6556,4470,513,2,1.1076,0.934,0,0.4839,1,2026-06,June,6,2,2026,Saturday,1592,1.7366,Success
530,2026-06-14,Liability,4881,4494,3203,790,3603,0.5695,2.1445,863,1162,4,0.9173,0.9179,0,0.9761,1,2026-06,June,6,2,2026,Sunday,-2813,1.0924,Success
531,2026-06-15,Liability,680,3079,2099,4379,2148,0.6096,2.4958,4046,2273,8,1.9068,0.9446,0,0.1173,1,2026-06,June,6,2,2026,Monday,2231,0.924,Success
532,2026-06-16,Asset,2504,3879,3064,2749,239,0.6481,0.518,3057,2809,9,0.5366,0.9559,0,0.4902,1,2026-06,June,6,2,2026,Tuesday,2510,1.112,Success
533,2026-06-17,Revenue,1650,3180,2866,2244,3701,0.5165,1.0892,2156,454,4,0.855,0.9381,0,0.3156,1,2026-06,June,6,2,2026,Wednesday,-1457,0.9608,Success
534,2026-06-18,Expense,2684,799,3759,1410,1293,0.5001,0.6884,1147,2475,1,0.9791,0.8889,1,0.527,1,2026-06,June,6,2,2026,Thursday,117,0.8135,Success
535,2026-06-19,Revenue,106,1185,3557,4337,147,0.6334,2.6176,424,2654,2,1.5691,0.8269,0,0.0,1,2026-06,June,6,2,2026,Friday,4190,0.0978,Success
536,2026-06-20,Asset,326,2682,1087,3573,2263,0.6951,0.8878,3811,410,3,1.2403,0.9441,0,0.045,1,2026-06,June,6,2,2026,Saturday,1310,1.0666,Success
537,2026-06-21,Revenue,787,3174,351,4813,3698,0.2293,1.1379,3291,1361,8,0.5999,0.8719,0,0.1392,1,2026-06,June,6,2,2026,Sunday,1115,0.6838,Success
538,2026-06-22,Expense,1434,3444,3143,1273,3673,0.3277,0.9513,580,2159,5,1.577,0.9033,0,0.2715,1,2026-06,June,6,2,2026,Monday,-2400,0.4556,Success
539,2026-06-23,Asset,2337,3878,567,4198,3046,0.3087,2.4736,2035,2952,2,0.9347,0.8849,0,0.4561,1,2026-06,June,6,2,2026,Tuesday,1152,0.4848,Success
540,2026-06-24,Liability,3198,979,3544,590,1665,0.4435,2.3168,3032,1166,4,1.7639,0.8249,0,0.6321,1,2026-06,June,6,2,2026,Wednesday,-1075,5.139,Success
541,2026-06-25,Revenue,550,1485,1543,3638,1736,0.4141,2.7315,2878,2033,7,0.8893,0.9595,0,0.0908,1,2026-06,June,6,2,2026,Thursday,1902,0.7911,Success
542,2026-06-26,Expense,4227,3734,1940,4508,1862,0.619,1.7483,4999,3112,4,0.8109,0.9802,1,0.8424,1,2026-06,June,6,2,2026,Friday,2646,1.1089,Success
543,2026-06-27,Expense,2060,1086,1846,2333,2084,0.7559,1.6523,4975,2487,6,0.5066,0.9331,0,0.3994,1,2026-06,June,6,2,2026,Saturday,249,2.1324,Success
544,2026-06-28,Liability,3393,852,3124,3555,1091,0.3014,2.7596,1089,2704,1,0.5857,0.8501,0,0.6719,1,2026-06,June,6,2,2026,Sunday,2464,0.3063,Success
545,2026-06-29,Expense,1895,822,637,4328,2425,0.5088,2.7979,1861,846,1,1.1977,0.9114,0,0.3657,1,2026-06,June,6,2,2026,Monday,1903,0.43,Success
546,2026-06-30,Liability,4425,3379,2154,4895,3662,0.2585,1.0899,1411,289,6,1.1826,0.9141,0,0.8829,1,2026-06,June,6,2,2026,Tuesday,1233,0.2883,Success
547,2026-07-01,Asset,1685,4457,489,2404,263,0.2471,0.9208,367,2274,8,0.6584,0.8602,0,0.3228,1,2026-07,July,7,3,2026,Wednesday,2141,0.1527,Success
548,2026-07-02,Liability,2041,2661,290,692,542,0.7871,1.2095,1519,2268,9,0.6408,0.9941,0,0.3955,1,2026-07,July,7,3,2026,Thursday,150,2.1951,Success
549,2026-07-03,Revenue,3579,2954,3141,467,1881,0.4796,1.3789,2797,831,2,1.7076,0.9339,1,0.7099,1,2026-07,July,7,3,2026,Friday,-1414,5.9893,Success
550,2026-07-04,Revenue,1830,2292,307,1836,101,0.263,2.8929,4003,2220,7,1.8825,0.8305,0,0.3524,1,2026-07,July,7,3,2026,Saturday,1735,2.1803,Success
551,2026-07-05,Expense,2506,2680,2461,2413,3517,0.69,2.6256,3844,2088,1,1.3907,0.8238,0,0.4906,1,2026-07,July,7,3,2026,Sunday,-1104,1.593,Success
552,2026-07-06,Expense,1381,1170,358,2868,3198,0.5459,2.2848,3384,1488,1,1.7004,0.9532,0,0.2606,1,2026-07,July,7,3,2026,Monday,-330,1.1799,Success
553,2026-07-07,Revenue,1549,1563,2960,2139,2935,0.7749,2.2875,1666,3757,9,1.0841,0.8044,0,0.295,1,2026-07,July,7,3,2026,Tuesday,-796,0.7789,Success
554,2026-07-08,Expense,3634,1303,3791,2503,905,0.7655,1.6077,2921,821,4,1.2186,0.9032,0,0.7212,1,2026-07,July,7,3,2026,Wednesday,1598,1.167,Success
555,2026-07-09,Revenue,1173,1596,1554,2394,2259,0.7804,1.6272,1142,119,5,1.5603,0.87,0,0.2181,1,2026-07,July,7,3,2026,Thursday,135,0.477,Success
556,2026-07-10,Expense,4594,3329,3135,1668,3403,0.7975,1.0666,1724,972,5,0.9364,0.9092,0,0.9174,0,2026-07,July,7,3,2026,Friday,-1735,1.0336,Failure
557,2026-07-11,Liability,559,2596,3462,569,2597,0.4171,1.7693,3950,2910,7,1.839,0.8323,0,0.0926,1,2026-07,July,7,3,2026,Saturday,-2028,6.942,Success
558,2026-07-12,Expense,4459,1403,2605,2411,3064,0.6945,2.2724,522,2840,2,1.7646,0.8872,0,0.8898,1,2026-07,July,7,3,2026,Sunday,-653,0.2165,Success
559,2026-07-13,Expense,1291,3441,1159,1410,2063,0.7357,0.9393,4473,1510,6,1.3125,0.9648,0,0.2422,1,2026-07,July,7,3,2026,Monday,-653,3.1723,Success
560,2026-07-14,Expense,665,2619,1883,2839,834,0.6815,1.3719,1779,280,3,0.8013,0.9357,0,0.1143,1,2026-07,July,7,3,2026,Tuesday,2005,0.6266,Success
561,2026-07-15,Revenue,3259,1148,3279,441,3342,0.5649,0.793,541,1322,9,0.5387,0.8874,0,0.6445,1,2026-07,July,7,3,2026,Wednesday,-2901,1.2268,Success
562,2026-07-16,Asset,326,1256,678,1972,2853,0.5004,0.5051,408,3760,1,1.0083,0.886,0,0.045,1,2026-07,July,7,3,2026,Thursday,-881,0.2069,Success
563,2026-07-17,Expense,2427,2593,412,1648,1560,0.7435,1.3268,1034,1228,9,1.1088,0.9278,0,0.4744,0,2026-07,July,7,3,2026,Friday,88,0.6274,Failure
564,2026-07-18,Asset,4965,1925,2894,1714,294,0.5512,0.9495,2739,765,6,1.6663,0.8702,0,0.9933,1,2026-07,July,7,3,2026,Saturday,1420,1.598,Success
565,2026-07-19,Expense,2994,3038,2203,1768,1681,0.2161,0.9523,3622,3019,8,0.9235,0.845,0,0.5904,1,2026-07,July,7,3,2026,Sunday,87,2.0486,Success
566,2026-07-20,Expense,2528,4377,1545,3463,3856,0.5941,1.8415,723,3026,9,0.8903,0.9889,0,0.4951,1,2026-07,July,7,3,2026,Monday,-393,0.2088,Success
567,2026-07-21,Asset,1411,506,3788,1426,3765,0.4435,1.0806,2903,1207,2,1.2138,0.9618,0,0.2668,1,2026-07,July,7,3,2026,Tuesday,-2339,2.0358,Success
568,2026-07-22,Expense,2445,1099,2484,1249,1260,0.2656,2.8151,446,3799,8,0.9535,0.9156,0,0.4781,1,2026-07,July,7,3,2026,Wednesday,-11,0.3571,Success
569,2026-07-23,Revenue,1879,1667,3174,642,3420,0.5884,1.8153,4704,121,1,1.7894,0.8999,0,0.3624,1,2026-07,July,7,3,2026,Thursday,-2778,7.3271,Success
570,2026-07-24,Expense,1778,2340,261,4977,3903,0.3807,2.3792,1476,2816,1,1.135,0.9815,0,0.3418,1,2026-07,July,7,3,2026,Friday,1074,0.2966,Success
571,2026-07-25,Asset,1745,3650,2622,1466,2975,0.3116,1.5697,4195,2303,9,1.9822,0.8217,0,0.335,1,2026-07,July,7,3,2026,Saturday,-1509,2.8615,Success
572,2026-07-26,Liability,1939,4160,2574,747,2437,0.4935,1.1535,1277,3869,7,0.8588,0.8978,0,0.3747,1,2026-07,July,7,3,2026,Sunday,-1690,1.7095,Success
573,2026-07-27,Asset,1992,793,3014,3810,2307,0.2959,1.3505,4926,3435,3,1.2546,0.8183,0,0.3855,1,2026-07,July,7,3,2026,Monday,1503,1.2929,Success
574,2026-07-28,Revenue,2018,1729,3922,1103,2887,0.7273,2.1275,2830,2038,9,1.7993,0.8733,0,0.3908,1,2026-07,July,7,3,2026,Tuesday,-1784,2.5657,Success
575,2026-07-29,Expense,4862,3900,1669,371,3380,0.7287,1.1097,1877,730,2,0.6325,0.8828,0,0.9722,1,2026-07,July,7,3,2026,Wednesday,-3009,5.0593,Success
576,2026-07-30,Asset,2597,1949,590,1608,1008,0.5471,2.9266,4107,1814,2,1.3222,0.8057,0,0.5092,1,2026-07,July,7,3,2026,Thursday,600,2.5541,Success
577,2026-07-31,Asset,2830,3760,2450,4419,781,0.2281,2.0674,162,1013,3,1.3153,0.9909,0,0.5568,1,2026-07,July,7,3,2026,Friday,3638,0.0367,Success
578,2026-08-01,Revenue,2213,731,3030,1560,1406,0.3817,0.5224,1135,1151,8,0.5569,0.8212,0,0.4307,1,2026-08,August,8,3,2026,Saturday,154,0.7276,Success
579,2026-08-02,Revenue,2694,538,2889,823,2412,0.5921,1.0329,885,2592,4,0.9357,0.8426,0,0.529,1,2026-08,August,8,3,2026,Sunday,-1589,1.0753,Success
580,2026-08-03,Liability,4453,3611,3469,1103,2014,0.5587,2.8449,3764,1042,6,0.6983,0.9435,0,0.8886,1,2026-08,August,8,3,2026,Monday,-911,3.4125,Success
581,2026-08-04,Expense,2492,1480,3202,1313,3853,0.7246,2.1048,4931,2884,5,0.9409,0.8466,0,0.4877,0,2026-08,August,8,3,2026,Tuesday,-2540,3.7555,Failure
582,2026-08-05,Expense,4279,953,632,2851,1017,0.6293,1.9363,2468,3962,5,0.76,0.9435,0,0.853,1,2026-08,August,8,3,2026,Wednesday,1834,0.8657,Success
583,2026-08-06,Revenue,1227,3552,406,1533,197,0.2165,2.1065,628,2784,3,1.7834,0.9976,0,0.2291,1,2026-08,August,8,3,2026,Thursday,1336,0.4097,Success
584,2026-08-07,Revenue,165,3116,1648,2136,397,0.7756,0.9962,258,1937,1,1.7913,0.8434,0,0.0121,1,2026-08,August,8,3,2026,Friday,1739,0.1208,Success
585,2026-08-08,Liability,3684,1180,1540,1561,2277,0.5744,1.7691,623,3797,3,0.5239,0.9783,0,0.7314,1,2026-08,August,8,3,2026,Saturday,-716,0.3991,Success
586,2026-08-09,Revenue,1896,3867,3201,4445,2140,0.6259,0.5192,3955,1958,1,1.6311,0.8011,0,0.3659,1,2026-08,August,8,3,2026,Sunday,2305,0.8898,Success
